Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
"Bali, Iyer and Lad",9725,Cheese Slices or Blocks,P006,482,238.59,"34/392, Varma Street, Vijayanagaram-712589",Bihar,03490150938,Gurgaon,parinaazgoyal@tank-ghose.com,Payment Paid,2021-08-23
Swaminathan and Sons,1849,Juice Concentrates (like orange or cranberry),P014,109,89.24,"63, Yogi Nagar, Tinsukia-492897",Tripura,02451269106,Anantapur,mandalagan@bhatt.biz,Payment Pending,2020-02-27
Swaminathan and Sons,3163,Frozen Fish Fillets,P011,292,320.77,"93/970, Deshpande Chowk, North Dumdum-833878",Mizoram,4367267133,Jalgaon,hdoshi@wali.org,Payment Pending,2023-01-04
Deo Ltd,9886,"Pulp (e.g., mango, guava, or tomato pulp)",P003,53,204.25,"H.No. 482, Ben Nagar, Dhule 003250",Punjab,01770541586,Solapur,jayan94@yahoo.com,Payment Paid,2021-08-19
"Tella, Andra and Grover",6747,Sweet Corn,P001,142,22.5,"48, Thaker Circle, Bidar-578494",Rajasthan,+916150474001,Thiruvananthapuram,aarnawadhwa@ganguly-grover.com,Payment Pending,2021-11-06
Bera-Dani,6852,Whipping Cream,P016,15,311.46,"44/48, Kulkarni Circle, Tezpur 115614",Nagaland,3339829491,Nagpur,tarabhatia@kashyap.info,Payment Pending,2020-04-14
Chana-Sankar,7695,Yogurt or Curd,P012,2,348.72,"H.No. 697, Srinivasan Ganj, Jaipur 423838",Madhya Pradesh,+910953723200,Anantapuram,itoor@bora.biz,Payment Paid,2020-06-06
Ratta-Buch,2242,Sweet Corn,P001,228,344.53,"H.No. 289, Sama Circle, Kolhapur-734879",West Bengal,5290399721,Visakhapatnam,baijudora@sachdeva-tella.org,Payment Paid,2020-12-17
Ratta-Buch,4702,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,63,47.06,"646, Ben Road, Raichur-087671",Telangana,00134246954,Karnal,aniruddh60@yahoo.com,Payment Paid,2020-09-27
"Bali, Iyer and Lad",5913,Green Peas,P004,426,195.7,"80, Aurora Road, Gangtok 593127",West Bengal,2672942071,Raipur,sbhandari@yahoo.com,Payment Paid,2022-04-28
"Tella, Andra and Grover",9949,Paneer (Cottage Cheese),P008,146,365.45,"57/44, Dara Chowk, Pimpri-Chinchwad 911563",Tripura,+919073909608,Jalgaon,vkuruvilla@hotmail.com,Payment Paid,2020-10-04
Sehgal and Sons,3023,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,400,246.34,"H.No. 99, Mall Path, Gangtok-675249",Uttarakhand,+916032220804,Agartala,pluthra@gmail.com,Payment Pending,2022-12-22
Bera-Dani,7086,Ice Cream,P002,12,257.07,"H.No. 225, Varughese Road, Durg 689639",Goa,6166735142,Ghaziabad,advikagoswami@gade.com,Payment Pending,2021-12-08
"Bali, Iyer and Lad",1702,Yogurt or Curd,P012,212,99.28,"22/251, Dani Circle, Akola-078669",Tamil Nadu,09414289798,Agra,kallatara@hotmail.com,Payment Pending,2023-08-22
Chana-Sankar,3377,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,250,348.83,"03/101, Gade Road, Rourkela 833707",Kerala,+917185529368,Silchar,sgaba@lall.net,Payment Paid,2021-09-11
Sehgal and Sons,7662,Chicken Nuggets,P010,493,481.62,"360, Kuruvilla Path, Mumbai 454370",Himachal Pradesh,5610672619,Sri Ganganagar,mandaehsaan@yahoo.com,Payment Pending,2023-10-11
Chana-Sankar,8212,"Pulp (e.g., mango, guava, or tomato pulp)",P003,23,496.61,"476, Rege Path, Jalgaon 795955",Himachal Pradesh,+919792863341,Berhampur,kanttiya@gmail.com,Payment Paid,2023-11-12
Ratta-Buch,3284,Frozen French Fries,P005,239,419.39,"962, Bhakta Chowk, Anantapuram 315995",Meghalaya,+914349053640,Ramagundam,tara68@saini-bhattacharyya.biz,Payment Pending,2021-08-30
Swaminathan and Sons,8949,"Frozen Berries (e.g., strawberries, blueberries)",P015,118,433.2,"H.No. 234, Raman Path, Jalgaon-968198",Madhya Pradesh,07450133229,Rohtak,ritvik87@gmail.com,Payment Paid,2021-10-28
Ratta-Buch,4907,Chicken Nuggets,P010,459,157.28,"97, Tailor Nagar, Ozhukarai 989163",Madhya Pradesh,2731954965,Srikakulam,shaan40@dua-sibal.biz,Payment Paid,2022-12-27
Bera-Dani,9164,Pickles,P018,258,68.43,"00/94, Chatterjee Ganj, Hosur 356003",Punjab,02496035054,Saharsa,jsrivastava@kashyap-shenoy.com,Payment Paid,2021-04-27
Chana-Sankar,2288,Butter,P007,65,165.63,"68/081, Char Path, Haldia 701926",Punjab,+919704235656,Saharsa,akumar@dyal.com,Payment Pending,2021-04-04
"Bali, Iyer and Lad",5638,Whipping Cream,P016,171,152.64,"07/86, Varghese Street, Pondicherry-898022",Karnataka,+911084030064,Madhyamgram,ranamyra@gmail.com,Payment Pending,2023-02-27
"Bali, Iyer and Lad",3192,Frozen Fish Fillets,P011,383,158.46,"H.No. 07, Bir Road, Junagadh 405286",Nagaland,1943052541,Berhampore,anahi17@hotmail.com,Payment Paid,2022-05-12
"Grover, Sidhu and Varma",6284,Frozen Fish Fillets,P011,296,493.82,"H.No. 86, Hegde Road, Jodhpur 674215",Assam,1050892216,Bellary,vivaanmahal@hotmail.com,Payment Pending,2020-12-11
"Sem, Mann and Karnik",3118,Pickles,P018,210,209.98,"13/16, Master Nagar, Bangalore 795281",Uttar Pradesh,+919111355644,Erode,purabsant@hotmail.com,Payment Paid,2023-12-30
Ratta-Buch,1463,Frozen Mixed Vegetables,P009,468,56.64,"41/025, Sanghvi Street, Ambarnath-746282",Goa,+918235270759,Parbhani,glal@yahoo.com,Payment Pending,2021-01-06
"Bali, Iyer and Lad",5490,Sweet Corn,P001,464,293.21,"44/614, Zacharia Nagar, Mehsana 595274",Kerala,06972737639,Rewa,hunar77@yahoo.com,Payment Paid,2020-08-08
Ratta-Buch,7613,Ice Cream,P002,117,257.23,"H.No. 270, Ranganathan Street, Hajipur 282162",Goa,8382826774,Amroha,sairashankar@yahoo.com,Payment Pending,2021-09-25
Sehgal and Sons,9771,Rice or Pasta,P020,431,96.16,"36, Buch Path, Avadi 651861",Uttar Pradesh,07337036054,Jhansi,lavanyamammen@chakraborty-das.com,Payment Paid,2020-03-24
"Sem, Mann and Karnik",9901,Frozen French Fries,P005,38,362.5,"H.No. 217, Gokhale Street, Firozabad-176924",Mizoram,+919541577191,Agra,asoni@devi.com,Payment Pending,2023-02-08
"Sem, Mann and Karnik",3917,Pickles,P018,242,203.93,"498, Kapoor Nagar, Bellary-261760",Haryana,07807722004,Tiruchirappalli,zaina05@yahoo.com,Payment Paid,2021-12-13
"Tella, Andra and Grover",6089,Rice or Pasta,P020,227,327.21,"82/831, Kakar, Ujjain 929244",Kerala,07350327866,Chennai,ngill@sani.com,Payment Pending,2023-02-01
"Grover, Sidhu and Varma",5379,"Pulp (e.g., mango, guava, or tomato pulp)",P003,285,188.43,"63, Tata, Patna-836484",Madhya Pradesh,1817673064,Nagaon,pborra@gmail.com,Payment Pending,2020-02-25
Sehgal and Sons,6141,Sweet Corn,P001,10,130.45,"120, Bail Zila, Khammam-901674",Gujarat,5078774076,Bulandshahr,ranbir36@yahoo.com,Payment Pending,2022-10-28
Deo Ltd,3047,Cheese Slices or Blocks,P006,306,149.31,"29/59, Sule Circle, Ahmednagar-148014",Meghalaya,+911212757615,Khora ,kbains@khurana-seth.com,Payment Pending,2023-07-05
"Sem, Mann and Karnik",1790,Juice Concentrates (like orange or cranberry),P014,245,317.44,"H.No. 30, Bajwa Circle, Shimoga-726591",Sikkim,7000204091,Dewas,swamypiya@hotmail.com,Payment Pending,2021-08-13
"Bali, Iyer and Lad",8343,Frozen Mixed Vegetables,P009,362,232.38,"H.No. 84, Gaba Road, Darbhanga 647046",Uttarakhand,07985615634,New Delhi,kandaraghav@yahoo.com,Payment Paid,2022-01-05
"Bali, Iyer and Lad",9275,"Frozen Berries (e.g., strawberries, blueberries)",P015,464,62.46,"20/702, Venkatesh Road, Chittoor 755800",Uttar Pradesh,+910272270412,Shimoga,neelofar62@kothari.com,Payment Paid,2021-12-03
Bera-Dani,4638,Chicken Nuggets,P010,477,443.89,"54/803, Chaudhry Street, Buxar-895095",Karnataka,03598135528,Dehri,talwardarshit@kibe-bora.com,Payment Pending,2020-08-15
Bera-Dani,2207,Ice Cream,P002,490,417.17,"15/78, Date Street, Raipur-451455",Bihar,01907485558,Bharatpur,kulkarnijayesh@madan.com,Payment Paid,2023-05-01
Deo Ltd,8409,Pickles,P018,395,460.22,"74/16, Devi, Haldia 175758",Meghalaya,03116324574,Naihati,samraveer@gmail.com,Payment Pending,2020-12-06
"Grover, Sidhu and Varma",9969,Cheese Slices or Blocks,P006,191,189.46,"439, Das Road, Dehri-020682",Nagaland,+914249903005,Sasaram,xraj@borde.com,Payment Paid,2022-01-09
"Grover, Sidhu and Varma",8634,Milk or Milk Powder,P013,163,395.86,"31, Rajagopal Road, Giridih-039455",Manipur,+913730790959,Bhagalpur,subramanianzaina@hotmail.com,Payment Pending,2022-04-19
"Sem, Mann and Karnik",2595,Whipping Cream,P016,80,312.12,"H.No. 661, Dhingra Road, Naihati-132007",Himachal Pradesh,6778527897,Udupi,zramakrishnan@singh.com,Payment Pending,2021-06-16
Bera-Dani,1519,Juice Concentrates (like orange or cranberry),P014,460,116.54,"13/256, Wagle Chowk, Srikakulam-129686",Uttar Pradesh,04172999969,Bhagalpur,tlata@loke-bumb.org,Payment Pending,2021-02-13
Sehgal and Sons,6910,Juice Concentrates (like orange or cranberry),P014,48,200.54,"H.No. 579, Ahuja Street, Siliguri-355482",Jharkhand,08524752881,Kishanganj,qkakar@hotmail.com,Payment Paid,2021-08-27
Ratta-Buch,4088,Milk or Milk Powder,P013,214,442.54,"82/97, Lalla Zila, Vasai-Virar 884725",Assam,4398114326,Durg,anika74@yahoo.com,Payment Paid,2022-03-01
Deo Ltd,7933,Rice or Pasta,P020,347,129.29,"08/68, Raja Circle, Malda 841875",Goa,08851993900,Aurangabad,vorahunar@keer-bali.com,Payment Paid,2022-07-13
Swaminathan and Sons,5836,Cheese Slices or Blocks,P006,327,17.16,"87/451, Batta Ganj, Faridabad 100897",Rajasthan,05826462173,Tadepalligudem,yashvidalia@yahoo.com,Payment Paid,2023-04-09
Ratta-Buch,2642,Rice or Pasta,P020,206,420.72,"57/289, Kapoor Street, Jorhat-527840",Telangana,04047646259,Bettiah,xsachdeva@hotmail.com,Payment Pending,2023-03-10
Sehgal and Sons,8269,Frozen Mixed Vegetables,P009,100,259.12,"81, Dey Path, Kozhikode 034457",Uttar Pradesh,2084479685,Tumkur,tdalia@krish.com,Payment Pending,2021-02-11
"Grover, Sidhu and Varma",2452,Frozen Mixed Vegetables,P009,360,351.24,"81/65, Bala Street, Chandrapur-369012",Tripura,7696365023,Kanpur,comarmehul@yahoo.com,Payment Paid,2022-01-02
Swaminathan and Sons,1067,Sweet Corn,P001,402,443.58,"142, Devi Chowk, Bareilly-869293",Himachal Pradesh,01398204166,Panvel,johalnayantara@bhat.com,Payment Paid,2023-10-15
"Grover, Sidhu and Varma",2612,Yogurt or Curd,P012,438,493.75,"33, Kannan Nagar, Chennai 601573",Odisha,+918646385608,Aurangabad,tanyadugal@gmail.com,Payment Pending,2020-05-13
"Bali, Iyer and Lad",2644,Juice Concentrates (like orange or cranberry),P014,248,136.98,"09/383, Issac Road, New Delhi 191355",Sikkim,03719409408,Bangalore,davekiaan@chandra.com,Payment Paid,2021-06-24
"Tella, Andra and Grover",2582,Yogurt or Curd,P012,192,398.09,"41, Madan Chowk, Nizamabad-237725",Haryana,7430543242,Ujjain,cvohra@sarin.com,Payment Paid,2023-09-21
Ratta-Buch,3321,Ice Cream,P002,313,41.48,"492, Bassi Path, Dewas-505989",Karnataka,0891126746,Anantapur,anahi04@aggarwal-rao.com,Payment Paid,2021-08-04
Chana-Sankar,4875,Cheese Slices or Blocks,P006,86,473.6,"H.No. 64, Raman Circle, Raichur 196178",Haryana,01461341522,Bhind,oorja36@bora-venkataraman.info,Payment Paid,2023-06-17
Ratta-Buch,5723,"Frozen Berries (e.g., strawberries, blueberries)",P015,120,150.61,"319, Virk, Secunderabad-048043",Telangana,01298624955,Malda,chadaadvika@date-lall.com,Payment Pending,2021-10-16
Ratta-Buch,9301,Pickles,P018,17,59.68,"79/77, Arora Zila, Lucknow 793449",West Bengal,09919468468,Navi Mumbai,itata@yahoo.com,Payment Paid,2020-11-14
Deo Ltd,5203,Ice Cream,P002,1,338.06,"H.No. 96, Bhargava Nagar, Bidhannagar 634735",Himachal Pradesh,+917930463569,Siwan,suripriyansh@krish-kohli.com,Payment Pending,2022-07-14
"Bali, Iyer and Lad",8248,Cheese Slices or Blocks,P006,361,335.96,"H.No. 09, Amble Path, Madurai 649381",Mizoram,+911846462321,Arrah,swason@yahoo.com,Payment Pending,2020-01-01
Bera-Dani,9722,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,94,337.91,"71/955, Gaba Chowk, Kavali 112692",Odisha,03402520343,Kalyan-Dombivli,godasaanvi@hotmail.com,Payment Paid,2022-07-08
Swaminathan and Sons,4337,Ice Cream,P002,473,317.81,"H.No. 23, Dutta Ganj, Agra-197998",Nagaland,3201749731,Thoothukudi,vaibhavsengupta@magar.info,Payment Pending,2023-02-11
"Sem, Mann and Karnik",5193,Green Peas,P004,49,97.7,"73/12, Lalla Street, Tiruppur-912461",Himachal Pradesh,8421935896,Mahbubnagar,amira79@kumar-gopal.com,Payment Pending,2020-11-06
Chana-Sankar,2775,Frozen Mixed Vegetables,P009,315,200.67,"25/71, Raval Circle, Bhind-299822",Gujarat,5129878992,Bijapur,vsama@khare-mani.com,Payment Pending,2023-02-01
Deo Ltd,7510,Frozen Mixed Vegetables,P009,233,254.43,"58, Devan Street, Ambala-045947",Mizoram,3290529672,Noida,vedikarandhawa@yahoo.com,Payment Paid,2021-08-24
Swaminathan and Sons,7484,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,177,194.37,"35/77, Ravi Zila, Panihati 514584",Andhra Pradesh,+912731160593,Raiganj,canne@sidhu.biz,Payment Paid,2020-11-21
Chana-Sankar,7692,Sweet Corn,P001,308,418.37,"H.No. 20, Dugar Path, Sri Ganganagar 343844",Uttarakhand,3806386280,Machilipatnam,dhruv53@yahoo.com,Payment Paid,2023-01-29
"Tella, Andra and Grover",5651,Chicken Nuggets,P010,437,247.16,"02, Chakraborty Road, Mehsana 555736",Maharashtra,04878801235,Gorakhpur,yasmin27@de-bansal.com,Payment Pending,2023-09-04
"Bali, Iyer and Lad",7828,Frozen French Fries,P005,64,271.62,"61/71, Sethi Path, Tirunelveli 158824",Tripura,03980377601,Moradabad,badalnitya@gmail.com,Payment Pending,2023-12-14
Sehgal and Sons,6178,Whipping Cream,P016,236,215.24,"51/92, Keer Marg, Malda 453123",Arunachal Pradesh,+911753190565,Ambarnath,anikasoman@bera.info,Payment Pending,2020-10-05
Swaminathan and Sons,5647,Ice Cream,P002,307,97.18,"H.No. 30, Sem Street, Ahmedabad-927515",Punjab,2644170302,Latur,parinaazhayer@yahoo.com,Payment Pending,2023-03-29
Sehgal and Sons,7201,Juice Concentrates (like orange or cranberry),P014,256,239.71,"23/97, Gera Nagar, Chittoor-072357",Haryana,7339672293,Sri Ganganagar,zeeshan27@yahoo.com,Payment Pending,2021-04-04
Deo Ltd,1896,"Pulp (e.g., mango, guava, or tomato pulp)",P003,243,99.52,"72, Roy Road, Visakhapatnam 850366",Tripura,9990346837,Bhilwara,rvenkataraman@krishnan-tailor.info,Payment Pending,2022-06-26
Chana-Sankar,2793,Sweet Corn,P001,458,283.44,"837, Barad, Mahbubnagar-646869",Jharkhand,9608306305,Delhi,priyansh37@raman.com,Payment Paid,2020-01-28
Sehgal and Sons,2607,Green Peas,P004,401,173.08,"H.No. 428, Soman, Chandigarh 266633",Chhattisgarh,4513782203,Hajipur,djohal@hotmail.com,Payment Pending,2023-07-03
Ratta-Buch,8503,Yogurt or Curd,P012,328,240.62,"H.No. 48, Gupta Zila, Nagaon-688918",Arunachal Pradesh,+910990018890,Mirzapur,ishaan64@hotmail.com,Payment Paid,2023-10-02
Bera-Dani,5857,Green Peas,P004,386,420.59,"264, Tiwari Circle, Parbhani-525491",West Bengal,+910256042924,Malda,riaanmajumdar@datta.com,Payment Paid,2021-10-23
Bera-Dani,7175,Pickles,P018,249,80.49,"H.No. 942, Tank Chowk, Dharmavaram 879837",Bihar,00593285369,Hubli–Dharwad,sibalindranil@hotmail.com,Payment Paid,2023-06-08
"Bali, Iyer and Lad",7781,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,272,297.01,"35, Kohli, Amroha-308755",Punjab,08063155726,Nadiad,yuvraj-tata@srivastava.com,Payment Pending,2023-05-20
Swaminathan and Sons,9325,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,450,493.97,"H.No. 808, Bumb Marg, Srikakulam 200551",Madhya Pradesh,6055875705,Hyderabad,tailorjiya@gmail.com,Payment Paid,2021-08-06
Ratta-Buch,1456,Frozen Fish Fillets,P011,309,260.08,"H.No. 06, Banik Chowk, Guna 738633",Uttar Pradesh,+919702104741,Solapur,anikadevan@hotmail.com,Payment Pending,2020-02-09
Ratta-Buch,3545,Butter,P007,309,429.42,"51/266, Dutt Ganj, Rampur-014144",Manipur,3178799134,Karaikudi,kartik76@hotmail.com,Payment Paid,2023-06-11
"Grover, Sidhu and Varma",9620,Frozen Fish Fillets,P011,204,495.26,"H.No. 39, Solanki Road, Kurnool-490593",Odisha,+915848287118,Kanpur,yakshitmanne@yahoo.com,Payment Paid,2020-11-10
Ratta-Buch,8679,Frozen French Fries,P005,387,147.79,"29/25, Sharma Zila, Nagpur-572154",West Bengal,+915558897187,Sikar,umangsachar@gmail.com,Payment Pending,2023-05-06
Bera-Dani,7379,Pickles,P018,289,157.57,"75/732, Suri Road, Mumbai 100845",Uttarakhand,+914798275725,Jaipur,lakshit18@cheema-suri.info,Payment Paid,2020-08-23
Ratta-Buch,7523,Rice or Pasta,P020,173,195.31,"78/47, Samra, Darbhanga 553964",Manipur,+910260449313,Amravati,agarwalkiaan@hotmail.com,Payment Pending,2023-05-23
Deo Ltd,2685,"Frozen Berries (e.g., strawberries, blueberries)",P015,23,382.93,"86, Garde Marg, Thane-474405",Goa,5915748563,Bangalore,vaibhav42@manda.org,Payment Pending,2023-04-28
"Bali, Iyer and Lad",9487,Ice Cream,P002,114,88.09,"253, Tank Ganj, Sasaram 393668",Manipur,+913529943547,Tirunelveli,bandikashvi@kota-chauhan.com,Payment Paid,2023-12-01
Chana-Sankar,3684,Rice or Pasta,P020,472,88.1,"16/23, Sekhon, Bhubaneswar-070728",Arunachal Pradesh,09067148493,Deoghar,lkeer@bose.com,Payment Pending,2020-07-26
Swaminathan and Sons,2982,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,244,154.47,"181, Doctor Nagar, Fatehpur-534979",Mizoram,5675956578,Moradabad,vivaanbal@chopra.com,Payment Paid,2021-03-03
Sehgal and Sons,9334,Whipping Cream,P016,363,125.88,"17, Balakrishnan Nagar, Rohtak 413906",Rajasthan,+919325674841,Orai,itripathi@mani.info,Payment Paid,2023-08-03
"Grover, Sidhu and Varma",4096,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,168,55.71,"H.No. 13, Gill Nagar, Firozabad 662517",Meghalaya,+913244576888,Singrauli,shanyasmin@gmail.com,Payment Paid,2023-03-18
Sehgal and Sons,8493,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,121,114.55,"29/781, Chad Path, Kamarhati 060423",Arunachal Pradesh,5484411345,Guntakal,deepnishith@madan.com,Payment Paid,2020-04-19
"Sem, Mann and Karnik",7782,Frozen Fish Fillets,P011,406,292.39,"498, Kanda Road, Mangalore-654611",Jharkhand,01779139335,Eluru,lbarman@vig.net,Payment Paid,2022-12-31
Ratta-Buch,4979,Chicken Nuggets,P010,360,140.35,"H.No. 38, Goyal Circle, Tumkur 338539",Andhra Pradesh,6808758665,Malda,siyadass@kala.com,Payment Pending,2022-09-21
Sehgal and Sons,6757,Ice Cream,P002,248,252.17,"272, Balay Street, Ahmedabad 739334",Sikkim,+919115564617,Kamarhati,ravalvanya@gade-ratti.com,Payment Paid,2021-10-27
Sehgal and Sons,7901,Chicken Nuggets,P010,46,482.7,"H.No. 690, Dugar Path, Buxar-523372",Uttar Pradesh,8567698517,Haridwar,rajuhridaan@hotmail.com,Payment Pending,2023-11-16
Ratta-Buch,1096,Cheese Slices or Blocks,P006,347,411.57,"H.No. 450, Hayre Zila, Anantapuram 471877",Punjab,02681907759,Dehri,ivanmane@yahoo.com,Payment Paid,2023-08-22
Ratta-Buch,2642,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,159,346.88,"830, Karan Nagar, Saharsa-119567",Gujarat,+913796045186,Pimpri-Chinchwad,jayesh50@mangat.com,Payment Pending,2021-06-05
Sehgal and Sons,6938,Butter,P007,96,88.35,"78/571, Yohannan Chowk, Raipur 327776",Assam,+912527696911,Loni,zkhosla@taneja.com,Payment Paid,2020-12-29
"Sem, Mann and Karnik",3805,Whipping Cream,P016,341,399.67,"H.No. 582, Mander Path, Nellore 516722",West Bengal,3733675895,Silchar,saanvi46@kurian.info,Payment Pending,2023-10-17
"Bali, Iyer and Lad",7319,"Pulp (e.g., mango, guava, or tomato pulp)",P003,25,330.74,"06, Raj Path, Surendranagar Dudhrej 611110",Uttarakhand,+916281579274,Jaunpur,osrinivas@mangal.net,Payment Paid,2020-06-27
Sehgal and Sons,2817,Frozen Fish Fillets,P011,443,323.76,"H.No. 61, Dhar Chowk, Ambattur-915492",Telangana,03306485884,Kadapa,siyamaharaj@bumb.info,Payment Pending,2022-09-25
Sehgal and Sons,4923,Rice or Pasta,P020,348,483.62,"673, Krishnamurthy Ganj, Kochi-259834",Chhattisgarh,01718560974,Agartala,emirsandal@choudhury.info,Payment Pending,2021-02-05
Swaminathan and Sons,8393,Ice Cream,P002,127,129.85,"H.No. 87, Sane, Indore-955964",Tripura,9839780173,Tezpur,biju12@hotmail.com,Payment Pending,2021-11-12
Sehgal and Sons,5539,Frozen Mixed Vegetables,P009,268,420.18,"H.No. 835, Srinivasan Circle, Mangalore-314684",Nagaland,1749578943,Darbhanga,zainbanik@kara.net,Payment Pending,2023-03-26
"Grover, Sidhu and Varma",6118,Chicken Nuggets,P010,180,400.31,"H.No. 59, Shah Path, Siliguri-790971",Bihar,05074261871,Raichur,wtalwar@anand-krish.com,Payment Paid,2022-04-24
Chana-Sankar,6483,Juice Concentrates (like orange or cranberry),P014,334,320.96,"48, Ramachandran Circle, Kottayam 836328",Tripura,00923732713,Ghaziabad,chirag79@balakrishnan.com,Payment Pending,2022-01-10
"Sem, Mann and Karnik",5662,Green Peas,P004,180,373.0,"98/967, Dubey Road, Katni-055029",Rajasthan,06904958181,Kamarhati,jsrinivas@gmail.com,Payment Paid,2022-03-04
"Tella, Andra and Grover",1630,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,286,243.5,"H.No. 741, Zacharia Street, Phusro-996978",Kerala,04874943552,Purnia,nirvaan55@sachdev.net,Payment Pending,2023-01-25
"Tella, Andra and Grover",1003,Ice Cream,P002,363,219.42,"123, Rege, Mirzapur-366451",Odisha,+912659087366,Kollam,taggarwal@yahoo.com,Payment Paid,2020-12-13
"Grover, Sidhu and Varma",9807,Milk or Milk Powder,P013,482,428.16,"96/15, Sem Marg, Solapur 895137",Madhya Pradesh,3766210791,Ghaziabad,hridaan29@gmail.com,Payment Paid,2021-11-28
"Tella, Andra and Grover",2909,Juice Concentrates (like orange or cranberry),P014,287,475.41,"H.No. 097, Upadhyay Marg, Karawal Nagar-150625",Gujarat,+913667569814,Tiruvottiyur,raghav79@hotmail.com,Payment Paid,2021-12-20
Sehgal and Sons,7812,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,346,81.33,"23, Bir Chowk, Kolhapur-587232",Arunachal Pradesh,+918602572250,Mau,ramavedika@gmail.com,Payment Paid,2021-12-09
"Bali, Iyer and Lad",9166,Cheese Slices or Blocks,P006,468,107.34,"03/81, Boase Circle, Singrauli 937680",Punjab,03946055238,Nadiad,settyyakshit@barad-bhatia.org,Payment Pending,2022-10-29
Bera-Dani,5276,Yogurt or Curd,P012,253,133.33,"908, Mane Chowk, Agra 931401",Tripura,09317765066,Firozabad,rasha41@kashyap-sampath.org,Payment Pending,2023-02-09
Bera-Dani,9450,Milk or Milk Powder,P013,105,164.74,"911, Manda Zila, Siwan 664707",Telangana,06368847205,Dharmavaram,krishkari@barad.info,Payment Pending,2022-06-06
"Bali, Iyer and Lad",3056,Frozen Fish Fillets,P011,37,225.03,"08/13, Datta Ganj, Danapur-870925",Madhya Pradesh,08511628505,Narasaraopet,zeeshan67@dash.com,Payment Paid,2023-02-12
"Sem, Mann and Karnik",5554,Paneer (Cottage Cheese),P008,14,103.44,"62/14, Joshi Ganj, Rajahmundry-893891",Punjab,9299622874,Mirzapur,hridaan62@hotmail.com,Payment Pending,2021-06-02
Chana-Sankar,2633,Whipping Cream,P016,225,95.25,"686, Sibal Circle, Bharatpur-860291",Madhya Pradesh,09185688688,Kollam,zaragandhi@khalsa-sha.com,Payment Paid,2023-06-19
Chana-Sankar,9648,Butter,P007,71,357.11,"H.No. 48, Samra Chowk, Raiganj 304235",Haryana,05156564566,Sambhal,ayesha93@gmail.com,Payment Pending,2021-02-28
"Tella, Andra and Grover",2645,Pickles,P018,310,282.66,"H.No. 65, Halder Path, Karimnagar-180367",Karnataka,00822206484,Gopalpur,aayush63@dhillon.net,Payment Pending,2021-07-19
Chana-Sankar,8462,Juice Concentrates (like orange or cranberry),P014,394,63.07,"77/936, Shere Nagar, Mira-Bhayandar 676237",Nagaland,03459616720,Katni,tanya96@yahoo.com,Payment Pending,2023-08-25
"Sem, Mann and Karnik",5205,Rice or Pasta,P020,282,264.7,"61/13, Sarraf Chowk, Orai 020650",Uttarakhand,+916973095340,Ahmednagar,advikjani@yahoo.com,Payment Pending,2023-06-12
"Tella, Andra and Grover",5147,Juice Concentrates (like orange or cranberry),P014,45,282.7,"H.No. 23, Jani Road, Anand-551666",Sikkim,09993285067,Hajipur,inaaya-ghosh@yahoo.com,Payment Paid,2023-05-21
"Grover, Sidhu and Varma",7102,Green Peas,P004,360,254.35,"58, Mammen, Katihar 897749",Rajasthan,07517188064,Bhimavaram,zara65@hotmail.com,Payment Pending,2021-07-21
"Grover, Sidhu and Varma",9872,Pickles,P018,335,258.45,"93/699, Jaggi Nagar, Bijapur 071313",Maharashtra,+912199525325,Sri Ganganagar,sureshdishani@chad.com,Payment Pending,2021-12-23
Chana-Sankar,6537,Chicken Nuggets,P010,188,377.69,"79/96, Ravi Chowk, Hyderabad-072972",Maharashtra,00413452968,Raichur,mohanlalchandran@hotmail.com,Payment Pending,2022-07-28
Swaminathan and Sons,2174,"Pulp (e.g., mango, guava, or tomato pulp)",P003,435,41.14,"71/59, Suresh, Bardhaman-580718",Haryana,04132971030,Secunderabad,jivin45@gmail.com,Payment Paid,2022-07-14
Ratta-Buch,4319,"Frozen Berries (e.g., strawberries, blueberries)",P015,70,302.32,"349, Gill Ganj, Jalgaon 733987",Assam,+910312402713,Guwahati,cheemapriyansh@yahoo.com,Payment Pending,2022-01-11
"Tella, Andra and Grover",7124,Paneer (Cottage Cheese),P008,363,491.69,"H.No. 779, Dar Nagar, Thanjavur 425812",Odisha,07102222644,Howrah,xbhagat@andra.com,Payment Pending,2023-12-09
